,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,error_message,search_index
2018,14526,tt1666186,movie,Vampires Suck,Vampires Suck,0,2010,\N,82,"Comedy,Horror",vampires suck,2010-08-18,Vampires Suck,20000000.0,36661504.0,81424988.0,20th Century Fox,PG-13,Comedy,1,3.4,50880.0,,6.673076923076923
2019,2066,tt0338526,movie,Van Helsing,Van Helsing,0,2004,\N,131,"Action,Adventure,Fantasy",van helsing,2004-05-07,Van Helsing,170000000.0,120150546.0,300150546.0,Universal,PG-13,Action,1,6.1,279902.0,,15.5
2020,1363,tt0241025,movie,Vanity Fair,Vanity Fair,0,2004,\N,141,Drama,vanity fair,2004-09-01,Vanity Fair,23000000.0,16123851.0,19123851.0,Focus Features,PG-13,Drama,1,6.2,23326.0,,36.65714285714286
2021,9808,tt1270797,movie,Venom,Venom,0,2018,\N,112,"Action,Adventure,Sci-Fi",venom,2018-10-05,Venom,100000000.0,171125095.0,461825095.0,Sony Pictures,PG-13,Action,1,6.6,522878.0,,9.038461538461538
2022,3224,tt0489327,movie,Venus,Venus,0,2006,\N,95,"Comedy,Drama,Romance",venus,2006-12-21,Venus,6000000.0,3347411.0,7818479.0,Miramax,R,Drama,1,7.1,13333.0,,65.3076923076923
2023,2417,tt0383694,movie,Vera Drake,Vera Drake,0,2004,\N,125,"Crime,Drama",vera drake,2004-10-10,Vera Drake,11000000.0,3753806.0,13353855.0,Fine Line,R,Drama,1,7.6,26510.0,,9.097560975609756
2024,1874,tt0312549,movie,Veronica Guerin,Veronica Guerin,0,2003,\N,98,"Biography,Crime,Drama",veronica guerin,2003-10-17,Veronica Guerin,17000000.0,1569918.0,9438074.0,Walt Disney,R,Drama,1,6.8,21559.0,The request failed: Google returned a response with code 500,
2025,2645,tt0412253,tvSeries,Veronica Mars,Veronica Mars,0,2004,2019,44,"Crime,Drama,Mystery",veronica mars,2014-03-14,Veronica Mars,6000000.0,3322127.0,3485383.0,Warner Bros.,PG-13,Drama,1,8.4,76896.0,,12.153846153846153
2026,6960,tt1068678,movie,Veronika Decides to Die,Veronika Decides to Die,0,2009,\N,103,"Drama,Romance",veronika decides to die,2015-01-20,Veronika Decides to Die,9000000.0,0.0,2243.0,Entertainment One,R,Drama,1,6.3,13037.0,,46.53846153846154
2027,3271,tt0497465,movie,Vicky Cristina Barcelona,Vicky Cristina Barcelona,0,2008,\N,96,"Comedy,Drama,Romance",vicky cristina barcelona,2008-08-15,Vicky Cristina Barcelona,16000000.0,23216709.0,104504817.0,MGM,PG-13,Comedy,1,7.1,265620.0,,8.942307692307692
