,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,error_message,search_index
1320,28741,tt6000478,movie,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",0,2017,\N,122,"Crime,Drama,Thriller",roman j israel esq,2017-11-17,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,Sony Pictures,PG-13,Drama,1,6.5,41962.0,,3.980769230769231
1321,22822,tt3170832,movie,Room,Room,0,2015,\N,118,"Drama,Thriller",room,2015-10-16,Room,13000000.0,14677674.0,36262783.0,A24,R,Drama,1,8.1,441131.0,,81.51923076923077
1322,20767,tt2752688,movie,Rosewater,Rosewater,0,2014,\N,103,"Biography,Drama",rosewater,2014-11-14,Rosewater,10000000.0,3128941.0,3185717.0,Open Road,R,Drama,1,6.6,10919.0,,11.115384615384615
1323,15340,tt1798243,movie,Rudderless,Rudderless,0,2014,\N,105,"Comedy,Drama,Music",rudderless,2014-10-17,Rudderless,5000000.0,56001.0,567219.0,Samuel Goldwyn Films,R,Drama,1,7.4,19267.0,,12.51923076923077
1324,2048,tt0337711,movie,Rugrats Go Wild,Rugrats Go Wild,0,2003,\N,81,"Adventure,Animation,Comedy",rugrats go wild,2003-06-13,Rugrats Go Wild,25000000.0,39402572.0,55443032.0,Paramount Pictures,PG,Adventure,1,5.6,8841.0,"HTTPSConnectionPool(host='trends.google.com', port=443): Read timed out. (read timeout=5)",
1325,7707,tt11182932,tvEpisode,Rumor Has It,Rumor Has It,0,2020,\N,43,"Drama,Romance",rumor has it,2005-12-25,Rumor Has It,70000000.0,42996140.0,88933562.0,Warner Bros.,PG-13,Comedy,1,7.4,496.0,,4.9245283018867925
1326,18113,tt2199571,movie,Run All Night,Run All Night,0,2015,\N,114,"Action,Crime,Thriller",run all night,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,Warner Bros.,R,Action,1,6.6,113580.0,,4.403846153846154
1327,2596,tt0404390,movie,Running Scared,Running Scared,0,2006,\N,122,"Action,Crime,Drama",running scared,2006-02-24,Running Scared,17000000.0,6855137.0,9729088.0,New Line,R,Action,1,7.3,102675.0,,5.423076923076923
1328,3463,tt0524830,tvEpisode,Running With Scissors,Running With Scissors,0,2004,\N,\N,"Crime,Drama",running with scissors,2006-10-20,Running With Scissors,12000000.0,6860000.0,8706701.0,Sony Pictures,R,Comedy,1,8.0,10.0,,13.038461538461538
1329,16420,tt1979320,movie,Rush,Rush,0,2013,\N,123,"Action,Biography,Drama",rush,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,Universal,R,Drama,1,8.1,502723.0,,78.92307692307692
1330,1521,tt0266915,movie,Rush Hour 2,Rush Hour 2,0,2001,\N,90,"Action,Comedy,Crime",rush hour ,2001-08-03,Rush Hour 2,90000000.0,226164286.0,347425832.0,New Line,PG-13,Action,1,6.7,234204.0,"HTTPSConnectionPool(host='trends.google.com', port=443): Read timed out. (read timeout=5)",
1331,1466,tt0257076,movie,S.W.A.T.,S.W.A.T.,0,2003,\N,117,"Action,Adventure,Crime",swat,2003-08-08,S.W.A.T.,70000000.0,116877597.0,207154748.0,Sony Pictures,PG-13,Action,1,6.0,152465.0,"HTTPSConnectionPool(host='trends.google.com', port=443): Read timed out. (read timeout=5)",
1332,15045,tt1742334,movie,Sabotage,Sabotage,0,2014,\N,109,"Action,Crime,Drama",sabotage,2014-03-28,Sabotage,35000000.0,10508518.0,18376443.0,Open Road,R,Action,1,5.7,65560.0,,27.576923076923077
1333,14467,tt1656190,movie,Safe,Safe,0,2012,\N,94,"Action,Crime,Thriller",safe,2012-04-27,Safe,33000000.0,17142080.0,41495213.0,Lionsgate,R,Action,1,6.5,115646.0,,42.26923076923077
1334,14810,tt1702439,movie,Safe Haven,Safe Haven,0,2013,\N,115,"Drama,Romance,Thriller",safe haven,2013-02-14,Safe Haven,28000000.0,71399120.0,94050951.0,Relativity,PG-13,Drama,1,6.6,114861.0,,7.346153846153846
1335,15810,tt1862079,movie,Safety Not Guaranteed,Safety Not Guaranteed,0,2012,\N,86,"Adventure,Comedy,Drama",safety not guaranteed,2012-06-08,Safety Not Guaranteed,750000.0,4010957.0,4422318.0,FilmDistrict,R,Comedy,1,6.9,129812.0,,6.269230769230769
1336,2420,tt0384488,movie,Saint Ralph,Saint Ralph,0,2004,\N,98,"Comedy,Drama,Sport",saint ralph,2005-08-05,Saint Ralph,5200000.0,795126.0,1695126.0,Samuel Goldwyn Films,PG-13,Comedy,1,7.4,6293.0,,17.53846153846154
1337,2317,tt0373283,movie,Saints and Soldiers,Saints and Soldiers,0,2003,\N,90,"Action,Drama,War",saints and soldiers,2004-08-06,Saints and Soldiers,780000.0,1310470.0,1310470.0,Excel Entertainment,PG-13,Drama,1,6.7,21217.0,,19.322580645161292
1338,9510,tt1251743,movie,Salvation Boulevard,Salvation Boulevard,0,2011,\N,96,"Comedy,Crime,Drama",salvation boulevard,2011-07-15,Salvation Boulevard,5500000.0,28468.0,28468.0,IFC Films,R,Comedy,1,5.3,4780.0,,7.1923076923076925
1339,17474,tt2126355,movie,San Andreas,San Andreas,0,2015,\N,114,"Action,Adventure,Thriller",san andreas,2015-05-29,San Andreas,110000000.0,155190832.0,457199280.0,Warner Bros.,PG-13,Adventure,1,6.1,251623.0,,44.88461538461539
1340,5540,tt0881320,movie,Sanctum,Sanctum,0,2011,\N,108,"Action,Adventure,Drama",sanctum,2011-02-04,Sanctum,30000000.0,23209310.0,104283753.0,Universal,R,Adventure,1,5.9,56862.0,,8.153846153846153
1341,14788,tt1700841,movie,Sausage Party,Sausage Party,0,2016,\N,89,"Adventure,Animation,Comedy",sausage party,2016-08-12,Sausage Party,19000000.0,97670358.0,141354394.0,Sony Pictures,R,Comedy,1,6.1,205882.0,,6.326923076923077
1342,1177,tt0206275,movie,Save the Last Dance,Save the Last Dance,0,2001,\N,112,"Drama,Music,Romance",save the last dance,2001-01-12,Save the Last Dance,13000000.0,91038276.0,122244329.0,Paramount Pictures,PG-13,Drama,1,6.2,65071.0,"HTTPSConnectionPool(host='trends.google.com', port=443): Read timed out. (read timeout=5)",
1343,2018,tt0332375,movie,Saved!,Saved!,0,2004,\N,92,"Comedy,Drama",saved,2004-05-28,Saved!,5000000.0,8886160.0,10206551.0,MGM,PG-13,Comedy,1,6.7,48367.0,,19.761904761904763
