,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index
267,1478,tt0258470,movie,Bubble Boy,Bubble Boy,0,2001,\N,84,"Adventure,Comedy,Romance",bubble boy,2001-08-24,Bubble Boy,13000000.0,5002310.0,5002310.0,Walt Disney,PG-13,Comedy,1,5.7,34754.0,
268,11767,tt1411664,movie,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,0,2011,\N,97,Comedy,bucky larson born to be a star,2011-09-09,Bucky Larson: Born to Be a Star,10000000.0,2529395.0,2529395.0,Sony Pictures,R,Comedy,1,3.3,12673.0,2.7884615384615383
269,1432,tt0252299,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001,\N,98,"Comedy,Crime,Drama",buffalo soldiers,2003-07-25,Buffalo Soldiers,15000000.0,353743.0,353743.0,Miramax,R,Comedy,1,6.7,25342.0,
270,3088,tt0470705,movie,Bug,Bug,0,2006,\N,102,"Drama,Horror,Thriller",bug,2007-05-25,Bug,4000000.0,7006708.0,8302995.0,Lionsgate,R,Drama,1,6.1,37256.0,83.17307692307692
271,10309,tt1308729,movie,Bullet to the Head,Bullet to the Head,0,2012,\N,92,"Action,Crime,Thriller",bullet to the head,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,Warner Bros.,R,Action,1,5.7,51779.0,7.1923076923076925
272,1388,tt0245803,movie,Bulletproof Monk,Bulletproof Monk,0,2003,\N,104,"Action,Comedy,Fantasy",bulletproof monk,2003-04-16,Bulletproof Monk,52000000.0,23010607.0,23010607.0,MGM,PG-13,Action,1,5.4,51676.0,
273,1367,tt0242193,movie,Bully,Bully,0,2001,\N,108,"Biography,Crime,Drama",bully,2001-07-13,Bully,2100000.0,881824.0,1381824.0,Lionsgate,R,Drama,1,6.9,40011.0,
274,7834,tt1126591,movie,Burlesque,Burlesque,0,2010,\N,119,"Drama,Music,Musical",burlesque,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,Sony Pictures,PG-13,Drama,1,6.4,91251.0,25.76923076923077
275,19722,tt2503944,movie,Burnt,Burnt,0,2015,\N,101,"Comedy,Drama",burnt,2015-10-30,Burnt,20000000.0,13651946.0,36780895.0,Weinstein Co.,R,Comedy,1,6.6,129491.0,38.03846153846154
276,24015,tt3707106,movie,By the Sea,By the Sea,0,2015,\N,122,"Drama,Romance",by the sea,2015-11-13,By the Sea,20000000.0,538460.0,3727746.0,Universal,R,Drama,1,5.3,22273.0,52.51923076923077
277,1814,tt0303816,movie,Cabin Fever,Cabin Fever,0,2002,\N,93,Horror,cabin fever,2003-09-12,Cabin Fever,1500000.0,21158188.0,30351664.0,Lionsgate,R,Horror,1,5.6,82165.0,
278,2463,tt0387898,movie,Caché,Caché,0,2005,\N,117,"Drama,Mystery,Thriller",cach,2005-12-23,Caché,8000000.0,3647381.0,19891331.0,Sony Pictures Classics,R,Drama,1,7.3,83824.0,68.07692307692308
279,6630,tt1042877,movie,Cadillac Records,Cadillac Records,0,2008,\N,109,"Biography,Drama,Music",cadillac records,2008-12-05,Cadillac Records,12000000.0,8195551.0,8942516.0,Sony Pictures,R,Drama,1,7.0,22734.0,3.6923076923076925
280,2050,tt0337909,movie,Calendar Girls,Calendar Girls,0,2003,\N,108,"Comedy,Drama",calendar girls,2003-12-19,Calendar Girls,10000000.0,31011616.0,93074616.0,Walt Disney,PG-13,Comedy,1,6.9,27684.0,
281,22214,tt2994190,movie,Camp X-Ray,Camp X-Ray,0,2014,\N,117,"Drama,War",camp xray,2014-10-17,Camp X-Ray,1000000.0,9837.0,9837.0,IFC Films,R,Drama,1,6.9,42585.0,13.211538461538462
282,2371,tt0379725,movie,Capote,Capote,0,2005,\N,114,"Biography,Crime,Drama",capote,2005-09-30,Capote,7000000.0,28750530.0,49924079.0,Sony Pictures Classics,R,Drama,1,7.3,138558.0,
283,3005,tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011,\N,124,"Action,Adventure,Sci-Fi",captain america the first avenger,2011-07-22,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,Paramount Pictures,PG-13,Action,1,6.9,880831.0,10.538461538461538
284,15685,tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,\N,136,"Action,Adventure,Sci-Fi",captain america the winter soldier,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,Walt Disney,PG-13,Action,1,7.8,883688.0,8.403846153846153
285,1338,tt0238112,movie,Captain Corelli's Mandolin,Captain Corelli's Mandolin,0,2001,\N,131,"Drama,Music,Romance",captain corellis mandolin,2001-08-17,Captain Corelli's Mandolin,57000000.0,25528495.0,62097495.0,Miramax,R,Drama,1,5.9,35574.0,
286,13337,tt1535109,movie,Captain Phillips,Captain Phillips,0,2013,\N,134,"Action,Biography,Crime",captain phillips,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,Sony Pictures,PG-13,Drama,1,7.8,483369.0,
287,23051,tt3268668,movie,Captive,Captive,0,2015,\N,97,"Action,Biography,Crime",captive,2015-09-18,Captive,2000000.0,2583301.0,2791973.0,Paramount Pictures,PG-13,Drama,1,5.4,7176.0,41.26923076923077
288,24403,tt3860916,movie,Cargo,Cargo,0,2017,\N,105,"Drama,Horror,Sci-Fi",cargo,2011-10-21,Cargo,4200000.0,0.0,313230.0,Persona Films,R,Drama,1,6.3,47054.0,
289,14707,tt1692486,movie,Carnage,Carnage,0,2011,\N,80,"Comedy,Drama",carnage,2011-12-16,Carnage,25000000.0,2546747.0,38112154.0,Sony Pictures Classics,R,Drama,1,7.1,131336.0,59.76923076923077
290,19417,tt2402927,movie,Carol,Carol,0,2015,\N,118,"Drama,Romance",carol,2015-11-20,Carol,11800000.0,12711491.0,42895440.0,Weinstein Co.,R,Drama,1,7.2,138480.0,56.86538461538461
291,1905,tt0317219,movie,Cars,Cars,0,2006,\N,117,"Adventure,Animation,Comedy",cars,2006-06-09,Cars,70000000.0,244082982.0,461651246.0,Walt Disney,G,Adventure,1,7.2,453648.0,88.1923076923077
292,14808,tt1702425,movie,Casa de mi Padre,Casa de mi padre,0,2012,\N,85,"Comedy,Western",casa de mi padre,2012-03-16,Casa de mi Padre,6000000.0,5909483.0,8446952.0,Lionsgate,R,Comedy,1,5.5,21501.0,4.480769230769231
293,5119,tt0795351,movie,Case 39,Case 39,0,2009,\N,109,"Horror,Mystery,Thriller",case ,2010-10-01,Case 39,27000000.0,13261851.0,28773827.0,Paramount Vantage,R,Horror,1,6.2,91969.0,9.423076923076923
294,2386,tt0381061,movie,Casino Royale,Casino Royale,0,2006,\N,144,"Action,Adventure,Thriller",casino royale,2006-11-17,Casino Royale,102000000.0,167365000.0,594420283.0,Sony Pictures,PG-13,Action,1,8.0,682424.0,
295,16204,tt19384398,tvEpisode,Catch Me if You Can,Catch Me if You Can,0,2019,\N,\N,Documentary,catch me if you can,2002-12-25,Catch Me if You Can,52000000.0,164606800.0,355612291.0,Dreamworks SKG,PG-13,Drama,1,,,
296,2051,tt0337917,movie,Catch That Kid,Catch That Kid,0,2004,\N,91,"Action,Adventure,Comedy",catch that kid,2004-02-06,Catch That Kid,18000000.0,16703799.0,16959614.0,20th Century Fox,PG,Adventure,1,5.2,10848.0,37.0
297,1350,tt0239395,movie,Cats & Dogs,Cats & Dogs,0,2001,\N,87,"Action,Adventure,Comedy",cats  dogs,2001-07-04,Cats & Dogs,60000000.0,93375151.0,200700000.0,Warner Bros.,PG,Comedy,1,5.1,61752.0,
298,1978,tt0327554,movie,Catwoman,Catwoman,0,2004,\N,104,"Action,Crime,Fantasy",catwoman,2004-07-23,Catwoman,100000000.0,40202379.0,82145379.0,Warner Bros.,PG-13,Action,1,3.4,124137.0,
299,12635,tt1477837,movie,Cedar Rapids,Cedar Rapids,0,2011,\N,87,Comedy,cedar rapids,2011-02-11,Cedar Rapids,10000000.0,6861102.0,7862131.0,Fox Searchlight,R,Comedy,1,6.3,39231.0,33.61538461538461
300,12776,tt1489889,movie,Central Intelligence,Central Intelligence,0,2016,\N,107,"Action,Comedy,Crime",central intelligence,2016-06-17,Central Intelligence,50000000.0,127440871.0,217196811.0,Warner Bros.,PG-13,Comedy,1,6.3,206978.0,4.8076923076923075
301,6331,tt1020558,movie,Centurion,Centurion,0,2010,\N,97,"Action,Drama,History",centurion,2010-08-27,Centurion,15000000.0,123570.0,7885048.0,Magnolia Pictures,R,Action,1,6.3,85328.0,28.365384615384617
302,8131,tt1148200,movie,Chain Letter,Chain Letter,0,2010,\N,88,Horror,chain letter,2010-10-01,Chain Letter,3000000.0,205842.0,1022453.0,New Films Cinema,R,Horror,1,4.1,5603.0,
303,15517,tt1823672,movie,Chappie,Chappie,0,2015,\N,120,"Action,Crime,Drama",chappie,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,Sony Pictures,R,Action,1,6.8,264953.0,4.230769230769231
304,2738,tt0423977,movie,Charlie Bartlett,Charlie Bartlett,0,2007,\N,97,"Comedy,Drama,Romance",charlie bartlett,2008-02-22,Charlie Bartlett,12000000.0,3950294.0,5295909.0,MGM,R,Comedy,1,6.9,66277.0,9.26923076923077
305,12097,tt1438254,movie,Charlie St. Cloud,Charlie St. Cloud,0,2010,\N,100,"Drama,Fantasy,Romance",charlie st cloud,2010-07-30,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,Universal,PG-13,Drama,1,6.4,64168.0,6.865384615384615
306,3095,tt0472062,movie,Charlie Wilson's War,Charlie Wilson's War,0,2007,\N,102,"Biography,Comedy,Drama",charlie wilsons war,2007-12-21,Charlie Wilson's War,75000000.0,66661095.0,119512771.0,Universal,R,Drama,1,7.0,123522.0,6.403846153846154
307,2258,tt0367594,movie,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,0,2005,\N,115,"Adventure,Comedy,Family",charlie and the chocolate factory,2005-07-15,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0,Warner Bros.,PG,Adventure,1,6.7,509940.0,14.365384615384615
308,1827,tt0305357,movie,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,0,2003,\N,106,"Action,Adventure,Comedy",charlies angels full throttle,2003-06-27,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0,Sony Pictures,PG-13,Action,1,4.9,131659.0,
309,2652,tt0413895,movie,Charlotte's Web,Charlotte's Web,0,2006,\N,97,"Adventure,Comedy,Family",charlottes web,2006-12-15,Charlotte's Web,82500000.0,82985708.0,143985708.0,Paramount Pictures,G,Drama,1,6.3,45515.0,16.173076923076923
310,326,tt0062794,movie,Charly,Charly,0,1968,\N,103,"Drama,Romance,Sci-Fi",charly,2002-09-27,Charly,950000.0,814666.0,814666.0,Excel Entertainment,PG,Comedy,1,6.9,7164.0,
311,14226,tt1629757,movie,Chasing Mavericks,Chasing Mavericks,0,2012,\N,116,"Biography,Drama,Sport",chasing mavericks,2012-10-26,Chasing Mavericks,20000000.0,6002756.0,8300821.0,20th Century Fox,PG,Drama,1,7.1,34131.0,5.923076923076923
312,1953,tt0323572,movie,Chasing Papi,Chasing Papi,0,2003,\N,80,"Comedy,Romance",chasing papi,2003-04-16,Chasing Papi,9000000.0,6126237.0,12657377.0,20th Century Fox,PG,Comedy,1,4.8,4375.0,
313,2111,tt0349205,movie,Cheaper by the Dozen,Cheaper by the Dozen,0,2003,\N,98,"Comedy,Family",cheaper by the dozen,2003-12-25,Cheaper by the Dozen,40000000.0,138614544.0,190212113.0,20th Century Fox,PG,Comedy,1,5.9,107209.0,
314,2945,tt0452598,movie,Cheaper by the Dozen 2,Cheaper by the Dozen 2,0,2005,\N,94,"Adventure,Comedy,Family",cheaper by the dozen ,2005-12-21,Cheaper by the Dozen 2,60000000.0,82571173.0,135015330.0,20th Century Fox,PG,Adventure,1,5.5,61832.0,9.173076923076923
315,16599,tt1991245,movie,Chernobyl Diaries,Chernobyl Diaries,0,2012,\N,86,"Horror,Mystery,Thriller",chernobyl diaries,2012-05-25,Chernobyl Diaries,1000000.0,18119640.0,42411721.0,Warner Bros.,R,Horror,1,5.0,68053.0,4.1923076923076925
316,2304,tt0371606,movie,Chicken Little,Chicken Little,0,2005,\N,81,"Adventure,Animation,Comedy",chicken little,2005-11-04,Chicken Little,60000000.0,135386665.0,310043823.0,Walt Disney,G,Adventure,1,5.7,98648.0,8.038461538461538
317,5491,tt0867270,movie,Childless,Childless,0,2008,\N,90,Drama,childless,2015-05-15,Childless,1000000.0,1036.0,1036.0,Monterey Media,R,Drama,1,5.4,104.0,68.9423076923077
318,6375,tt1024715,movie,Choke,Choke,0,2008,\N,92,"Comedy,Drama",choke,2008-09-26,Choke,3400000.0,2926565.0,4124277.0,Fox Searchlight,R,Comedy,1,6.4,33330.0,36.48076923076923
319,2467,tt0388419,movie,Christmas with the Kranks,Christmas with the Kranks,0,2004,\N,99,"Comedy,Family",christmas with the kranks,2004-11-24,Christmas with the Kranks,50000000.0,73701902.0,96469187.0,Sony Pictures,PG,Comedy,1,5.4,53957.0,6.170212765957447
320,25854,tt4575576,movie,Christopher Robin,Christopher Robin,0,2018,\N,104,"Adventure,Comedy,Drama",christopher robin,2018-08-03,Christopher Robin,75000000.0,98677443.0,186977443.0,Walt Disney,PG,Adventure,1,7.2,82680.0,11.0
321,8514,tt1179258,movie,Chéri,Chéri,0,2009,\N,100,"Comedy,Drama,Romance",chri,2009-06-26,Chéri,23000000.0,2715657.0,2715657.0,Miramax,R,Drama,1,6.1,11550.0,
322,20800,tt27556897,movie,Cidade de Deus,Cidade de Deus,0,2023,\N,\N,\N,cidade de deus,2003-01-17,Cidade de Deus,3300000.0,7563397.0,32059295.0,Miramax,R,Drama,1,,,
323,19850,tt2553908,movie,"Cinco de Mayo, La Batalla",Cinco de Mayo: La batalla,0,2013,\N,125,"Drama,History,War",cinco de mayo la batalla,2013-05-03,"Cinco de Mayo, La Batalla",10000000.0,173472.0,173472.0,Lionsgate,R,Action,1,6.2,934.0,20.442307692307693
324,14501,tt1661199,movie,Cinderella,Cinderella,0,2015,\N,105,"Adventure,Drama,Family",cinderella,2015-03-13,Cinderella,95000000.0,201151353.0,534551353.0,Walt Disney,PG,Drama,1,6.9,186906.0,24.673076923076923
325,2136,tt0352248,movie,Cinderella Man,Cinderella Man,0,2005,\N,144,"Biography,Drama,Romance",cinderella man,2005-06-03,Cinderella Man,88000000.0,61649911.0,105021488.0,Universal,PG-13,Drama,1,8.0,195186.0,6.8076923076923075
326,14665,tt1684628,movie,Circumstance,Circumstance,0,2011,\N,107,Drama,circumstance,2011-08-26,Circumstance,900000.0,454121.0,958978.0,Roadside Attractions,R,Drama,1,5.9,7901.0,14.557692307692308
327,15324,tt1792647,movie,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,0,2012,\N,91,Fantasy,cirque du soleil worlds away,2012-12-21,Cirque du Soleil: Worlds Away,25000000.0,12512862.0,28012862.0,Paramount Pictures,PG,Drama,1,6.7,8184.0,6.230769230769231
328,8462,tt1174730,movie,City Island,City Island,0,2009,\N,104,"Comedy,Drama",city island,2010-03-19,City Island,6000000.0,6671283.0,8173486.0,Anchor Bay Entertai…,PG-13,Comedy,1,7.4,32317.0,26.134615384615383
329,1535,tt0269095,movie,City by the Sea,City by the Sea,0,2002,\N,108,"Crime,Drama,Mystery",city by the sea,2002-09-06,City by the Sea,40000000.0,22433915.0,22433915.0,Warner Bros.,R,Drama,1,6.1,26194.0,
330,5881,tt0970411,movie,City of Ember,City of Ember,0,2008,\N,90,"Adventure,Drama,Family",city of ember,2008-10-10,City of Ember,38000000.0,7873007.0,17831558.0,20th Century Fox,PG,Adventure,1,6.4,68873.0,
331,998,tt0164003,movie,City of Ghosts,City of Ghosts,0,2002,\N,116,"Crime,Drama,Thriller",city of ghosts,2003-04-25,City of Ghosts,17500000.0,325491.0,325491.0,MGM,R,Drama,1,5.9,5707.0,
332,1969,tt0326806,movie,Civil Brand,Civil Brand,0,2002,\N,95,"Crime,Drama,Thriller",civil brand,2003-08-29,Civil Brand,500000.0,254293.0,254293.0,Lionsgate,R,Drama,1,5.1,787.0,
333,5163,tt0800320,movie,Clash of the Titans,Clash of the Titans,0,2010,\N,106,"Action,Adventure,Fantasy",clash of the titans,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,Warner Bros.,PG-13,Action,1,5.8,289886.0,
334,2741,tt0424345,movie,Clerks II,Clerks II,0,2006,\N,97,Comedy,clerks ii,2006-07-21,Clerks II,5000000.0,24148068.0,27342246.0,MGM,R,Comedy,1,7.3,139587.0,
335,2480,tt0389860,movie,Click,Click,0,2006,\N,107,"Comedy,Drama,Fantasy",click,2006-06-23,Click,82500000.0,137355633.0,237685089.0,Sony Pictures,PG-13,Comedy,1,6.4,349094.0,71.57692307692308
336,956,tt0157472,movie,Clockstoppers,Clockstoppers,0,2002,\N,94,"Action,Adventure,Comedy",clockstoppers,2002-03-29,Clockstoppers,26000000.0,36985501.0,38788828.0,Paramount Pictures,PG,Adventure,1,5.2,14936.0,
337,2345,tt0376541,movie,Closer,Closer,0,2004,\N,104,"Drama,Romance",closer,2004-12-03,Closer,35000000.0,33987757.0,116177695.0,Sony Pictures,R,Drama,1,7.2,231726.0,
338,11195,tt1371111,movie,Cloud Atlas,Cloud Atlas,0,2012,\N,172,"Drama,Mystery,Sci-Fi",cloud atlas,2012-10-26,Cloud Atlas,102000000.0,27108272.0,130673154.0,Warner Bros.,R,Drama,1,7.4,370639.0,
339,5378,tt0844471,movie,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,0,2009,\N,90,"Adventure,Animation,Comedy",cloudy with a chance of meatballs,2009-09-18,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,236827677.0,Sony Pictures,PG,Adventure,1,6.9,251042.0,
340,16536,tt1985966,movie,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,0,2013,\N,95,"Adventure,Animation,Comedy",cloudy with a chance of meatballs ,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000.0,119793567.0,274392649.0,Sony Pictures,PG,Adventure,1,6.3,111800.0,
341,6863,tt1060277,movie,Cloverfield,Cloverfield,0,2008,\N,85,"Adventure,Horror,Sci-Fi",cloverfield,2008-01-18,Cloverfield,25000000.0,80048433.0,171302226.0,Paramount Pictures,PG-13,Action,1,7.0,414654.0,
342,2014,tt0331953,movie,Club Dread,Club Dread,0,2004,\N,104,"Comedy,Horror,Mystery",club dread,2004-02-27,Club Dread,8500000.0,5001655.0,7573551.0,Fox Searchlight,R,Comedy,1,5.6,31171.0,
343,2496,tt0393162,movie,Coach Carter,Coach Carter,0,2005,\N,136,"Biography,Drama,Sport",coach carter,2005-01-14,Coach Carter,45000000.0,67264877.0,76665507.0,Paramount Pictures,PG-13,Drama,1,7.3,166659.0,
344,3020,tt0462229,movie,Code Name: The Cleaner,Code Name: The Cleaner,0,2007,\N,84,"Action,Comedy,Crime",code name the cleaner,2007-01-05,Code Name: The Cleaner,20000000.0,8135024.0,8135024.0,New Line,PG-13,Comedy,1,4.6,12064.0,5.615384615384615
345,4674,tt0708689,tvEpisode,Code of Honor,Code of Honor,0,1987,\N,46,"Action,Adventure,Drama",code of honor,2016-05-06,Code of Honor,8000000.0,0.0,0.0,Lionsgate Premiere,R,Action,1,5.1,4453.0,
346,966,tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,\N,154,"Adventure,Drama,Romance",cold mountain,2003-12-25,Cold Mountain,80000000.0,95632614.0,165173909.0,Miramax,R,Drama,1,7.2,153967.0,
347,2284,tt0369339,movie,Collateral,Collateral,0,2004,\N,120,"Action,Crime,Drama",collateral,2004-08-06,Collateral,60000000.0,100170152.0,217670152.0,Dreamworks SKG,R,Action,1,7.5,425080.0,19.258064516129032
348,26065,tt4682786,movie,Collateral Beauty,Collateral Beauty,0,2016,\N,97,"Drama,Romance",collateral beauty,2016-12-16,Collateral Beauty,36000000.0,31016021.0,85315070.0,Warner Bros.,PG-13,Drama,1,6.8,103823.0,4.634615384615385
349,1322,tt0233469,movie,Collateral Damage,Collateral Damage,0,2002,\N,108,"Action,Drama,Thriller",collateral damage,2002-02-08,Collateral Damage,85000000.0,40048332.0,78353508.0,Warner Bros.,R,Action,1,5.5,77265.0,
350,5381,tt0844671,movie,College,College,0,2008,\N,94,Comedy,college,2008-08-29,College,6000000.0,4694491.0,6176114.0,MGM,R,Comedy,1,4.5,12646.0,
351,17471,tt2126235,movie,Collide,Collide,0,2016,\N,99,"Action,Crime,Thriller",collide,2017-02-24,Collide,29200000.0,2280004.0,5466631.0,Open Road,PG-13,Action,1,5.7,17132.0,
352,2994,tt0457308,movie,Come Early Morning,Come Early Morning,0,2006,\N,97,"Drama,Romance",come early morning,2006-11-10,Come Early Morning,6000000.0,119452.0,119452.0,IDP/Goldwyn/Roadside,R,Drama,1,6.2,2760.0,
353,23262,tt3367294,movie,Compadres,Compadres,0,2016,\N,101,"Action,Comedy,Crime",compadres,2016-04-22,Compadres,3000000.0,3127773.0,7445044.0,Lionsgate,R,Comedy,1,4.8,1122.0,
354,1061,tt0177650,movie,Company Man,Company Man,0,2000,\N,95,Comedy,company man,2001-03-09,Company Man,12000000.0,146028.0,622273.0,,PG-13,Comedy,1,5.2,2156.0,
355,16350,tt1971352,movie,Compliance,Compliance,0,2012,\N,90,"Crime,Drama,History",compliance,2012-08-17,Compliance,270000.0,319285.0,830700.0,Magnolia Pictures,R,Drama,1,6.4,36591.0,80.09615384615384
356,1541,tt0270288,movie,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,0,2002,\N,113,"Biography,Comedy,Crime",confessions of a dangerous mind,2002-12-31,Confessions of a Dangerous Mind,29000000.0,16007718.0,33013805.0,Miramax,R,Drama,1,7.0,91015.0,
357,1867,tt0310910,movie,Confidence,Confidence,0,2003,\N,97,"Crime,Thriller",confidence,2003-04-25,Confidence,15000000.0,12212417.0,12212417.0,Lionsgate,R,Drama,1,6.6,35079.0,
358,2181,tt0360486,movie,Constantine,Constantine,0,2005,\N,121,"Action,Fantasy,Horror",constantine,2005-02-18,Constantine,75000000.0,75976178.0,221594911.0,Warner Bros.,R,Action,1,7.0,366188.0,
