,imdb_id,title,plot,type,rated,year,released_at,added_at,runtime,genre,director,writer,actors,language,country,awards,metascore,imdb_rating,imdb_votes,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,matched_profit_indicator,Network,Critic Score,Audience Score,tv_link,nob_audience,Rating,Review_audience,nob_critics,Sentiment,Review_critics,matched_audience_indicator,matched_critics_indicator,matched_all_review_indicator
0,tt0147800,10 Things I Hate About You,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.",movie,PG-13,1999,31 Mar 1999,"November 12, 2019",97 min,"Comedy, Drama, Romance",Gil Junger,"Karen McCullah, Kirsten Smith","Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik","English, French",USA,2 wins & 13 nominations.,70.0,7.3,"283,945",,,,,,0,,,,,,,,,,,,,
1,tt7019028,101 Dalmatian Street,"This series follows the lives of Delilah and Doug, descendants of Pongo and Perdita, and their 99 dalmatian pups at 101 Dalmatian Street, Camden Town.",series,,2018–,25 Mar 2019,"February 28, 2020",,"Animation, Comedy, Family",,,"Josh Brener, Michaela Dietz, Bert Davis, Abigail Zoe Lewis",English,"UK, USA, Canada",,,6.2,124,,,,,,0,,,,,,,,,,,,,
2,tt0115433,101 Dalmatians,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",movie,G,1996,27 Nov 1996,"November 12, 2019",103 min,"Adventure, Comedy, Crime, Family",Stephen Herek,"Dodie Smith (novel), John Hughes (screenplay)","Glenn Close, Jeff Daniels, Joely Richardson, Joan Plowright","English, Spanish","USA, UK",Nominated for 1 Golden Globe. Another 3 wins & 9 nominations.,49.0,5.7,"97,785",,,,,,0,,,,,,,,,,,,,
3,tt0324941,101 Dalmatians 2: Patch's London Adventure,"Being one of 101 takes its toll on Patch, who doesn't feel unique. When he's accidentally left behind on moving day, he meets his idol, Thunderbolt, who enlists him on a publicity campaign.",movie,G,2002,21 Jan 2003,"November 12, 2019",74 min,"Animation, Adventure, Comedy, Family, Musical","Jim Kammerud, Brian Smith","Jim Kammerud (story), Dan Root (story), Garrett K. Schiff (story), Brian Smith (story), Jim Kammerud (screenplay), Brian Smith (screenplay), Dodie Smith (novel), Michael Lucker, Temple Mathews (additional script material)","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood",English,USA,5 wins & 10 nominations.,,5.8,"7,434",,,,,,0,,,,,,,,,,,,,
4,tt0211181,102 Dalmatians,Cruella DeVil gets out of prison and goes after the puppies once more.,movie,G,2000,22 Nov 2000,"November 12, 2019",100 min,"Adventure, Comedy, Family",Kevin Lima,"Dodie Smith (novel), Kristen Buckley (story), Brian Regan (story), Kristen Buckley (screenplay), Brian Regan (screenplay), Bob Tzudiker (screenplay), Noni White (screenplay)","Glenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans",English,"USA, UK",Nominated for 1 Oscar. Another 1 win & 7 nominations.,35.0,4.9,"33,444",85000000.0,66941559.0,66941559.0,Walt Disney,G,1,,,,,,,,,,,,,
5,tt1846442,12 Dates of Christmas,"A story that follows Kate, a young woman who after a horrible blind date on Christmas Eve, wakes up to find she is re-living that same day and date all over again.",movie,PG,2011,11 Dec 2011,"November 12, 2019",90 min,"Comedy, Fantasy, Romance",James Hayman,"Aaron Mendelsohn (teleplay), Janet Brownell (teleplay), Aaron Mendelsohn (story), Blake Harris (story)","Laura Miyata, Vijay Mehta, Amy Smart, Audrey Dwyer",English,USA,1 nomination.,,6.3,"4,933",,,,,,0,,,,,,,,,,,,,
6,tt0046672,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",movie,G,1954,20 Jul 1955,"November 12, 2019",127 min,"Adventure, Drama, Family, Fantasy, Sci-Fi",Richard Fleischer,Earl Felton (screenplay),"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre",English,USA,Won 2 Oscars. Another 3 wins & 3 nominations.,83.0,7.2,"27,761",5000000.0,28200000.0,28200000.0,Walt Disney,G,1,,,,,,,,,,,,,
7,tt0120623,A Bug's Life,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",movie,G,1998,25 Nov 1998,"November 12, 2019",95 min,"Animation, Adventure, Comedy, Family","John Lasseter, Andrew Stanton(co-director)","John Lasseter (original story by), Andrew Stanton (original story by), Joe Ranft (original story by), Andrew Stanton (screenplay by), Don McEnery (screenplay by), Bob Shaw (screenplay by)","Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere",English,USA,Nominated for 1 Oscar. Another 14 wins & 20 nominations.,77.0,7.2,"257,065",45000000.0,162798565.0,363095319.0,Walt Disney,G,1,,,,,,,,,,,,,
8,tt12076020,A Celebration of the Music from Coco,,movie,,2020,10 Apr 2020,"April 10, 2020",,Music,Ron de Moraes,,"Benjamin Bratt, Eva Longoria",English,USA,,,7.6,35,,,,,,0,,,,,,,,,,,,,
9,tt0113198,A Goofy Movie,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",movie,G,1995,07 Apr 1995,"November 12, 2019",78 min,"Animation, Adventure, Comedy, Family, Musical, Romance",Kevin Lima,"Jymn Magon (story), Jymn Magon (screenplay), Chris Matheson (screenplay), Brian Pimental (screenplay), Brian Pimental (story supervisor), Curtis Armstrong (additional written material), John Doolittle (additional written material)","Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",English,"USA, Australia, France, Canada",5 nominations.,,6.8,"43,655",,,,,,0,,,,,,,,,,,,,
10,tt0113538,A Kid in King Arthur's Court,A Little League player is sent back into medieval times where he is given the task of saving Camelot.,movie,PG,1995,11 Aug 1995,"November 12, 2019",89 min,"Adventure, Comedy, Family, Fantasy, Romance",Michael Gottlieb,"Michael Part, Robert L. Levy","Thomas Ian Nicholas, Joss Ackland, Art Malik, Paloma Baeza",English,"USA, Hungary, UK",1 nomination.,34.0,4.7,"5,479",,,,,,0,,,,,,,,,,,,,
11,tt0038674,A Knight for a Day,"By accident, Cedric (Goofy), replaces his master, Sir Loinsteak, in the armor just before the joust with champion Sir Cumference.",movie,APPROVED,1946,08 Mar 1946,"November 12, 2019",7 min,"Animation, Short, Comedy",Jack Hannah,Bill Peet (story),Pinto Colvig,English,USA,,,7.0,488,,,,,,0,,,,,,,,,,,,,
12,tt0282123,A Ring of Endless Light,"Based on the Novel by Madeline L'Engle. During the summer her grandfather is dying of leukemia and death seems all around, 15-year-old Vicky finds comfort with the pod of dolphins with ...",movie,TV-G,2002,23 Aug 2002,"November 12, 2019",88 min,"Drama, Family, Romance",Greg Beeman,"Madeleine L'Engle (novel), Marita Giovanni (teleplay), Bruce Graham (teleplay)","Mischa Barton, Ryan Merriman, Jared Padalecki, Scarlett Pomers",English,USA,2 wins & 1 nomination.,,6.1,"1,042",,,,,,0,,,,,,,,,,,,,
13,tt0287003,A Tale of Two Critters,"A bear cub and a raccoon become fast friends when they're swept away down a river, away from their families.",movie,G,1977,22 Jun 1977,"April 3, 2020",48 min,"Adventure, Family",Jack Speirs,Jack Speirs,Mayf Nutter,English,USA,,,7.1,59,,,,,,0,,,,,,,,,,,,,
14,tt1620680,A Wrinkle in Time,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",movie,PG,2018,09 Mar 2018,"March 25, 2020",109 min,"Adventure, Family, Fantasy, Sci-Fi",Ava DuVernay,"Jennifer Lee (screenplay by), Jeff Stockwell (screenplay by), Madeleine L'Engle (based upon the novel by)","Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling",English,USA,5 wins & 15 nominations.,53.0,4.2,"38,659",103000000.0,100478608.0,133401882.0,Walt Disney,PG,1,,,,,,,,,,,,,
15,tt6139732,Aladdin,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,movie,PG,2019,24 May 2019,"January 8, 2020",128 min,"Adventure, Family, Fantasy, Musical, Romance",Guy Ritchie,"John August (screenplay by), Guy Ritchie (screenplay by)","Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari","English, Arabic",USA,7 wins & 32 nominations.,53.0,7.0,"204,537",28000000.0,217350219.0,504050219.0,Walt Disney,G,1,,,,,,,,,,,,,
16,tt0103639,Aladdin,A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,movie,G,1992,25 Nov 1992,"November 12, 2019",90 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","Ron Clements (screenplay by), John Musker (screenplay by), Ted Elliott (screenplay by), Terry Rossio (screenplay by), Burny Mattinson (story), Roger Allers (story), Daan Jippes (story), Kevin Harkey (story), Sue C. Nichols (story), Francis Glebas (story), Darrell Rooney (story), Larry Leker (story), James Fujii (story), Kirk Hanson (story), Kevin Lima (story), Rebecca Rees (story), David S. Smith (story), Chris Sanders (story), Brian Pimental (story), Patrick A. Ventura (story)","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman",English,USA,Won 2 Oscars. Another 31 wins & 22 nominations.,86.0,8.0,"356,283",28000000.0,217350219.0,504050219.0,Walt Disney,G,1,,,,,,,,,,,,,
17,tt0115491,Aladdin and the King of Thieves,"The King of Thieves disrupts Aladdin and Jasmine's long-anticipated wedding, looking for an oracle that will lead him to an even bigger treasure. His true identity causes trouble for Aladdin.",movie,Not Rated,1996,13 Aug 1996,"November 12, 2019",81 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Tad Stones,"Mark McCorkle (screenplay by), Robert Schooley (screenplay)","Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin",English,USA,2 wins & 1 nomination.,,6.4,"31,603",,,,,,0,,,,,,,,,,,,,
18,tt0107952,Aladdin and the Return of Jafar,"Jafar comes for revenge on Aladdin, using a foolish thief and Iago's treachery to find a way back into power.",movie,G,1994,20 May 1994,"November 12, 2019",69 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Toby Shelton, Tad Stones, Alan Zaslove","Duane Capizzi (story), Doug Langdale (story), Mark McCorkle (story), Robert Schooley (story), Tad Stones (story), Kevin Campbell, Mirith J. Colao, Bill Motz, Steve Roberts, Dev Ross, Bob Roth, Jan Strnad, Brian Swenlin","Jason Alexander, Jonathan Freeman, Jeff Bennett, Gilbert Gottfried",English,USA,1 nomination.,,5.9,"25,623",,,,,,0,,,,,,,,,,,,,
19,tt0043274,Alice in Wonderland,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,movie,G,1951,14 Sep 1951,"November 12, 2019",75 min,"Animation, Adventure, Family, Fantasy, Musical","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Lewis Carroll (adaptation), Winston Hibler (story), Ted Sears (story), Bill Peet (story), Erdman Penner (story), Joe Rinaldi (story), Milt Banta (story), William Cottrell (story), Dick Kelsey (story), Joe Grant (story), Dick Huemer (story), Del Connell (story), Tom Oreb (story), John Walbridge (story)","Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway",English,USA,Nominated for 1 Oscar. Another 1 nomination.,68.0,7.4,"123,377",,,,,,0,,,,,,,,,,,,,
20,tt1014759,Alice in Wonderland,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",movie,PG,2010,05 Mar 2010,"November 12, 2019",108 min,"Adventure, Family, Fantasy",Tim Burton,"Linda Woolverton (screenplay), Lewis Carroll (books)","Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",English,USA,Won 2 Oscars. Another 33 wins & 63 nominations.,53.0,6.4,"371,772",,,,,,0,,,,,,,,,,,,,
21,tt0417415,Aliens of the Deep,"James Cameron teams up with NASA scientists to explore the Mid-Ocean Ridge, a submerged chain of mountains that band the Earth and are home to some of the planet's most unique life forms.",movie,G,2005,25 Aug 2005,"November 12, 2019",100 min,"Documentary, Family","James Cameron, Steven Quale",,"Anatoly M. Sagalevitch, Genya Chernaiev, Victor Nischeta, Pamela Conrad",English,USA,,71.0,6.4,"2,586",,,,,,0,,,,,,,,,,,,,
22,tt0041112,All in a Nutshell,Donald Duck battles with those mischievous chipmunks Chip and Dale who are intent on raiding his nut butter shop.,movie,Approved,1949,02 Sep 1949,"April 3, 2020",7 min,"Family, Comedy, Animation, Short",Jack Hannah,"Bill Berg (story), Nick George (story)","Dessie Flynn, James MacDonald, Clarence Nash",English,USA,,,7.6,572,,,,,,0,,,,,,,,,,,,,
23,tt0217990,Alley Cats Strike,A group of hip retro teenage outsiders become involved in an interschool bowling rivalry.,movie,TV-G,2000,18 Mar 2000,"November 12, 2019",103 min,"Drama, Family, Sport",Rod Daniel,Gregory K. Pincus,"Kyle Schmid, Robert Ri'chard, Kaley Cuoco, Mimi Paley",English,"USA, Canada",1 nomination.,,6.2,"1,840",,,,,,0,,,,,,,,,,,,,
24,tt0055740,Almost Angels,"Supported avidly by his mother and more reluctantly at first by his father, a working-class Austrian boy joins the Vienna Choirboys, where he proves to be unusually talented. The standard ...",movie,Not Rated,1962,26 Sep 1962,"November 12, 2019",93 min,"Comedy, Family, Music",Steve Previn,"Vernon Harris, Robert A. Stemmle (original story)","Vincent Winter, Sean Scully, Peter Weck, Hans Holt",English,USA,,,7.1,309,,,,,,0,,,,,,,,,,,,,
25,tt0098740,America's Funniest Home Videos,Viewers from around America send in home videos with comedic moments.,series,TV-PG,1989–,26 Nov 1989,"April 24, 2020",30 min,"Comedy, Family, Reality-TV",,,"Jess Harnell, Tom Bergeron, Bob Saget, Ernie Anderson",English,USA,4 wins & 6 nominations.,,6.2,"4,652",,,,,,0,,,,,,,,,,,,,
26,tt0381006,America's Heart & Soul,Filmmaker Louis Schwartzberg hits the road to capture America's people and its natural beauty.,movie,PG,2004,02 Jul 2004,"November 12, 2019",84 min,Documentary,Louie Schwartzberg,,"George Woodard, Charles Jimmie Sr., The Vasquez Brothers, Frank Pino",English,USA,1 win & 1 nomination.,55.0,4.8,557,,,,,,0,,,,,,,,,,,,,
27,tt4622802,America's National Parks,Series exploring the incredible wildlife of America's most iconic national parks.,series,TV-G,2015–,06 Dec 2015,"January 15, 2020",,Documentary,,,,English,USA,,,7.9,73,,,,,,0,,,,,,,,,,,,,
28,tt0082017,Amy,A woman leaves her husband after the death of her child to teach deaf children how to speak. Her own child was deaf and although she has no formal training she successfully teaches one boy.,movie,G,1981,20 Mar 1981,"November 12, 2019",100 min,"Family, Drama",Vincent McEveety,Noreen Stone,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson","English, American Sign Language",USA,2 nominations.,,6.6,236,,,,,,0,,,,,,,,,,,,,
29,tt0208185,An Extremely Goofy Movie,"Max goes to college, but to his embarassment his father loses his job and goes to his son's campus.",movie,G,2000,29 Feb 2000,"November 12, 2019",79 min,"Animation, Comedy, Family, Sport",Douglas McCarthy,"Scott Spencer Gorden (screenplay), Hillary Carlip (additional screenplay material)","Bill Farmer, Jason Marsden, Jeff Bennett, Jim Cummings",English,"USA, Australia",2 wins & 1 nomination.,,6.4,"9,244",,,,,,0,,,,,,,,,,,,,
30,tt5195114,Andi Mack,"A contemporary coming-of-age story about a girl who's trying to determine where she fits in, when her free-spirited older sister returns with a revelation that changes everything, it sends Andi on an uncharted course of self-discovery.",series,TV-G,2017–2019,10 Mar 2017,"November 12, 2019",25 min,"Comedy, Family",,Terri Minsky,"Peyton Elizabeth Lee, Joshua Rush, Sofia Wylie, Asher Angel",English,USA,3 wins & 6 nominations.,,7.3,"1,723",,,,,,0,,,,,,,,,,,,,
31,tt0207972,Annie,"A little orphan girl catches the attention of a kind man named Mr. Warbucks, who wants to adopt her, but the cruel, strict orphanage owner has a scheme to keep Annie - and her reward money.",movie,UNRATED,1999,07 Nov 1999,"November 12, 2019",90 min,"Family, Comedy, Musical",Rob Marshall,"Irene Mecchi (teleplay), Thomas Meehan (book), Martin Charnin (lyrics)","Kathy Bates, Victor Garber, Alan Cumming, Audra McDonald",English,USA,Nominated for 1 Golden Globe. Another 9 wins & 23 nominations.,,6.7,"4,380",,,,,,0,,,,,,,,,,,,,
32,tt9782756,Apollo: Missions to the Moon,"In the late 1960s, the United States space program neared its goal of landing a man on the Moon, but it was a journey that began years before. This is the story of Project Apollo - 12 years...",movie,Not Rated,2019,07 Jul 2019,"November 12, 2019",94 min,History,Tom Jennings,Tom Jennings (Writer),"Buzz Aldrin, Bill Anders, Neil Armstrong, Frank Borman",English,USA,4 nominations.,,7.7,130,,,,,,0,,,,,,,,,,,,,
33,,,,,,,,"December 13, 2019",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
34,tt0327437,Around the World in 80 Days,"To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.",movie,PG,2004,16 Jun 2004,"February 1, 2020",120 min,"Action, Adventure, Comedy, Family, Western",Frank Coraci,"Jules Verne (novel), David N. Titcher (screenplay), David Benullo (screenplay), David Andrew Goldstein (screenplay)","Jackie Chan, Steve Coogan, Cécile de France, Robert Fyfe","English, Cantonese, French, German, Hindi, Turkish","USA, Germany, Ireland, UK",2 wins & 2 nominations.,49.0,5.9,"82,011",6000000.0,42000000.0,42000000.0,United Artists,PG,1,,,,,,,,,,,,,
35,tt6467274,Atlantis Rising,Hollywood legend James Cameron and filmmaker Simcha Jacobovici go on an adventure to find the lost city of Atlantis by using Greek philosopher Plato as a virtual treasure map.,movie,,2017,29 Jan 2017,"November 12, 2019",93 min,"Documentary, Adventure, Mystery",Simcha Jacobovici,"Georgeos Díaz-Montexano (story advisor), Simcha Jacobovici","James Cameron, Georgeos Díaz-Montexano, Peter Ellul Vincenti, Richard Freund",English,Canada,,,6.8,178,,,,,,0,,,,,,,,,,,,,
36,tt0344864,Atlantis: Milo's Return,Milo and Kida reunite with their friends to investigate strange occurances around the world that seem to have links to the secrets of Atlantis.,movie,G,2003,20 May 2003,"November 12, 2019",70 min,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Victor Cook, Toby Shelton, Tad Stones","Thomas Hart (screenplay), Henry Gilroy (screenplay), Kevin Hopps (screenplay), Tad Stones (screenplay), Steve Englehart (screenplay), Marty Isenberg (screenplay)","James Arnold Taylor, Cree Summer, John Mahoney, Jacqueline Obradors","Norwegian, English",USA,1 nomination.,,5.1,"7,621",,,,,,0,,,,,,,,,,,,,
37,tt0230011,Atlantis: The Lost Empire,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,movie,PG,2001,22 Jun 2001,"November 12, 2019",95 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Gary Trousdale, Kirk Wise","Tab Murphy (screenplay by), Kirk Wise (story by), Gary Trousdale (story by), Joss Whedon (story by), Bryce Zabel (story by), Jackie Zabel (story by), Tab Murphy (story by), David Reynolds (additional screenplay material)","Corey Burton, Claudia Christian, Michael J. Fox, James Garner","English, French, Spanish",USA,2 wins & 14 nominations.,52.0,6.9,"98,258",90000000.0,84052762.0,186049020.0,Walt Disney,PG,1,,,,,,,,,,,,,
38,tt8952294,Auntie Edna,"Edna babysits Jack-Jack, who uses his powers.",movie,,2018,06 Nov 2018,"November 12, 2019",5 min,"Animation, Short, Action, Adventure, Comedy, Family",Ted Mathot,Ted Mathot,"Brad Bird, Craig T. Nelson, Eli Fucile, Maeve Andrews",English,USA,,,7.1,"1,019",,,,,,0,,,,,,,,,,,,,
39,tt1830491,Austin & Ally,"Following the lives of Austin, an aspiring confident musician, Ally, a quiet talented songwriter and their two friends.",series,TV-G,2011–2016,02 Dec 2011,"January 1, 2020",30 min,"Comedy, Family, Music",,"Kevin Kopelow, Heath Seifert","Ross Lynch, Laura Marano, Raini Rodriguez, Calum Worthy",English,USA,10 wins & 14 nominations.,,5.9,"8,666",,,,,,0,,,,,,,,,,,,,
40,tt0499549,Avatar,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,movie,PG-13,2009,18 Dec 2009,"November 12, 2019",162 min,"Action, Adventure, Fantasy, Sci-Fi",James Cameron,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang","English, Spanish",USA,Won 3 Oscars. Another 86 wins & 129 nominations.,83.0,7.8,"1,086,714",,,,,,0,,,,,,,,,,,,,
41,,,,,,,,"May 1, 2020",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
42,tt0022647,Babes in the Woods,Two Dutch children stumble on a clearing in the woods where gnomes are going about their business. The gnomes are friendly to the children. A witch comes and takes them away on her broom to...,movie,Approved,1932,19 Nov 1932,"November 12, 2019",8 min,"Family, Animation, Short, Comedy",Burt Gillett,,"Pinto Colvig, Lucille La Verne",English,USA,,,6.8,799,,,,,,0,,,,,,,,,,,,,
43,tt0054649,Babes in Toyland,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding. But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses.",movie,Approved,1961,14 Dec 1961,"November 12, 2019",106 min,"Comedy, Family, Fantasy, Musical, Romance",Jack Donohue,"Victor Herbert (operetta), Glen MacDonough (operetta), Ward Kimball (screenplay), Joe Rinaldi (screenplay), Lowell S. Hawley (screenplay), Anna Alice Chapin (libretto)","Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn",English,USA,Nominated for 2 Oscars. Another 1 win & 4 nominations.,55.0,6.3,"3,228",,,,,,0,,,,,,,,,,,,,
44,tt0034492,Bambi,The story of a young deer growing up in the forest.,movie,G,1942,21 Aug 1942,"November 12, 2019",70 min,"Animation, Drama, Family","James Algar, Samuel Armstrong, David Hand, Graham Heid, Bill Roberts, Paul Satterfield, Norman Wright, Arthur Davis, Clyde Geronimi","Felix Salten (from the story by), Perce Pearce (story direction), Larry Morey (story adaptation), Vernon Stallings (story development), Mel Shaw (story development), Carl Fallberg (story development), Chuck Couch (story development), Ralph Wright (story development)","Hardie Albright, Stan Alexander, Bobette Audrey, Peter Behn",English,USA,Nominated for 3 Oscars. Another 6 wins & 3 nominations.,91.0,7.3,"125,824",858000.0,102797000.0,268000000.0,RKO Radio Pictures,G,1,,,,,,,,,,,,,
45,tt0447854,Bambi and the Great Prince of the Forest,"The story of Bambi growing up in the care of his father, The Great Prince of the Forest.",movie,G,2006,07 Feb 2006,"November 12, 2019",75 min,"Animation, Adventure, Drama, Family, Romance",Brian Pimental,"Brian Pimental (story), Jeanne Rosenberg (story), Alicia Kirk (screenplay), Felix Salten (book), Nick Thiel (additional screenplay material), Roger S.H. Schulman (additional screenplay material), Ben Gluck (head of story)","Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg",English,USA,1 win & 1 nomination.,,6.1,"8,741",,,,,,0,,,,,,,,,,,,,
46,tt8075496,Bao,A Chinese-Canadian woman suffering from empty nest syndrome gets a second shot at motherhood when one of her handmade dumplings comes alive.,movie,G,2018,15 Jun 2018,"November 12, 2019",8 min,"Animation, Short, Family, Fantasy",Domee Shi,Domee Shi,"Sindy Lau, Daniel Kai Lin, Sharmaine Yeoh, Tim Zhang","Chinese, English","USA, Canada",Won 1 Oscar. Another 4 nominations.,,7.5,"19,660",,,,,,0,,,,,,,,,,,,,
47,tt10219416,Be Our Chef,,series,,2020–,27 Mar 2020,"March 27, 2020",,,,,Angela Kinsey,,,,,,,,,,,,0,,,,,,,,,,,,,
48,tt0031086,Beach Picnic,Donald Duck is at the beach and tries to ride a rubber horse. He notices Pluto sleeping at the shore and decides to have some fun with him by sending the rubber horse over to Pluto which ...,movie,Approved,1939,09 Jun 1939,"November 12, 2019",8 min,"Animation, Family, Comedy, Short",Clyde Geronimi,,"Lee Millar, Clarence Nash",English,USA,,,6.7,675,,,,,,0,,,,,,,,,,,,,
49,tt0047864,Bearly Asleep,"Park ranger Donald sends his bears off to hibernate, but Humphrey would rather stay in his hammock, run out for a glass of water, etc., than sleep; when he does get to sleep, his snoring ...",movie,,1955,19 Aug 1955,"November 12, 2019",8 min,"Animation, Short, Comedy",Jack Hannah,"Al Bertino (story), David Detiege (story)","James MacDonald, Clarence Nash",English,USA,,,7.6,254,,,,,,0,,,,,,,,,,,,,
50,tt0101414,Beauty and the Beast,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,movie,G,1991,22 Nov 1991,"November 12, 2019",84 min,"Animation, Family, Fantasy, Musical, Romance","Gary Trousdale, Kirk Wise","Linda Woolverton (animation screenplay by), Brenda Chapman (story by), Chris Sanders (story by), Burny Mattinson (story by), Kevin Harkey (story by), Brian Pimental (story by), Bruce Woodside (story by), Joe Ranft (story by), Tom Ellery (story by), Kelly Asbury (story by), Robert Lence (story by)","Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury","English, French",USA,Won 2 Oscars. Another 27 wins & 34 nominations.,95.0,8.0,"404,632",,,,,,0,,,,,,,,,,,,,
51,tt0167038,Belle's Magical World,"Beauty and the Beast ""midquel"" set during Belle's original stay at the Beast's castle and composed of three short stories (four in the DVD release) that suitably teach both kids and adults to forgive, love, and be kind to one another.",movie,G,1998,16 Feb 1998,"November 12, 2019",92 min,"Animation, Comedy, Family, Fantasy, Musical, Romance","Bob Kline, Cullen Blaine, Dale Case, Daniel de la Vega, Barbara Dourmaskin-Case, Rick Leon, Burt Medall, Mitch Rochon","Richard Cray, Alice Brown, Carter Crocker, Nancy Greystone, Richard Cray, Chip Hand (story), Carter Crocker, Sheree Guitar","Jeff Bennett, Robby Benson, Paige O'Hara, Jim Cummings",English,USA,3 nominations.,,5.4,"2,425",,,,,,0,,,,,,,,,,,,,
52,tt0118692,Beauty and the Beast: The Enchanted Christmas,"Astonished to find the Beast (Robbie Benson) has a deep-seeded hatred for the Christmas season, Belle (Paige O'Hara) endeavors to change his mind on the matter.",movie,G,1997,11 Nov 1997,"November 12, 2019",72 min,"Animation, Family, Fantasy, Music, Musical",Andrew Knight,"Flip Kobler, Cindy Marcus, Bill Motz, Bob Roth, Carter Crocker, Karl Geurs","Paige O'Hara, Robby Benson, Jerry Orbach, David Ogden Stiers",English,"Canada, USA",2 wins & 6 nominations.,,6.1,"8,603",,,,,,0,,,,,,,,,,,,,
53,tt0317132,Because of Winn-Dixie,A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.,movie,PG,2005,18 Feb 2005,"February 14, 2020",106 min,"Comedy, Drama, Family",Wayne Wang,"Kate DiCamillo (novel), Joan Singleton (screenplay)","AnnaSophia Robb, Jeff Daniels, Cicely Tyson, Dave Matthews",English,USA,2 nominations.,54.0,6.3,"10,040",15000000.0,32647042.0,33508485.0,20th Century Fox,PG,1,,,,,,,,,,,,,
54,tt0066817,Bedknobs and Broomsticks,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",movie,G,1971,13 Dec 1971,"October 1, 2019",117 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Robert Stevenson, Ward Kimball","Ralph Wright (animation story), Ted Berman (animation story), Bill Walsh (screenplay), Don DaGradi (screenplay), Mary Norton (book)","Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe","English, German",USA,Won 1 Oscar. Another 1 win & 5 nominations.,59.0,7.1,"32,823",,,,,,0,,,,,,,,,,,,,
