,imdb_id,title,plot,type,rated,year,released_at,added_at,runtime,genre,director,writer,actors,language,country,awards,metascore,imdb_rating,imdb_votes,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,matched_profit_indicator,Network,Critic Score,Audience Score,tv_link,nob_audience,Rating,Review_audience,nob_critics,Sentiment,Review_critics,matched_audience_indicator,matched_critics_indicator,matched_all_review_indicator
204,,,,,,,,"November 12, 2019",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
205,tt7642482,Holiday Magic,"Disney's Fairy Tale Weddings returned to Freeform for a TV special highlighting gorgeous holiday weddings at Disney Parks. Hosted by Stephen ""tWitch"" Boss, resident DJ for ""The Ellen Show"" ...",episode,,2017,11 Dec 2017,"November 12, 2019",63 min,,,,"Stephen Boss, Allison Holker",,,,,,,,,,,,0,,,,,,,,,,,,,
206,tt0138967,Hercules,"This spin-off of Disney's Hercules (1997) follows Hercules' many labors during the years he spent training how to be a hero under the tutelage of satyr Philoctetes. Olympian Gods and Goddesses, as well as Hades and Pegasus, often visit him.",series,TV-Y,1998–1999,31 Aug 1998,"November 12, 2019",30 min,"Animation, Action, Adventure, Comedy, Family, Fantasy",,,"Tate Donovan, French Stewart, Sandra Bernhard, Robert Costanzo",English,USA,2 wins & 4 nominations.,,6.6,"9,244",100000000.0,72688614.0,243388614.0,Paramount Pictures,PG-13,1,,,,,,,,,,,,,
207,tt0278866,Kim Possible,A high school cheerleader and her accident-prone best friend balance their duties as global crime-fighters with the typical challenges of adolescence.,series,TV-G,2002–2007,07 Jun 2002,"November 12, 2019",30 min,"Animation, Action, Adventure, Comedy, Family, Mystery, Romance, Sci-Fi",,"Mark McCorkle, Robert Schooley","Christy Carlson Romano, Will Friedle, Nancy Cartwright, Tahj Mowry",English,"USA, Philippines, South Korea",Nominated for 1 Primetime Emmy. Another 1 win & 14 nominations.,,7.2,"22,207",,,,,,0,,,,,,,,,,,,,
208,tt0756522,Little Einsteins,Four friends go on missions with their ever changing rocket ship. Every mission includes a classic song and a painting.,series,TV-Y,2005–2009,09 Oct 2005,"November 12, 2019",30 min,"Animation, Adventure, Comedy, Family",,"Eric Weiner, Douglas Wood","Aiden Pompey, Jesse Schwartz, Natalia Wojcik, Erica Huang",English,USA,4 nominations.,,6.2,"1,143",,,,,,0,,,,,,,,,,,,,
209,tt0115269,Mighty Ducks,A team of humanoid duck ice hockey team/freedom fighters fight evil between games.,series,TV-Y7,1996–1997,06 Sep 1996,"November 12, 2019",30 min,"Animation, Action, Comedy, Family, Sci-Fi, Sport",,,"Jeff Bennett, Brad Garrett, Jennifer Hale, Steve Mackall",English,USA,1 win & 3 nominations.,,6.5,"1,155",,,,,,0,,,,,,,,,,,,,
210,tt0126170,Recess,"Comic tales of a group of good friends, four boys and two girls, during breaks in primary school, as they grow up, relate to each other, and have brushes with authority.",series,TV-Y,1997–2001,31 Aug 1997,"November 12, 2019",23 min,"Animation, Adventure, Comedy, Family",,"Paul Germain, Joe Ansolabehere","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Pamela Adlon",English,USA,1 win & 13 nominations.,,7.8,"21,355",,,,,,0,,,,,,,,,,,,,
211,tt0465327,The Emperor's New School,"Continuation of 2000's The Emperor's New Groove, showcasing Kuzco's attempts to graduate from his kingdom's school, and his former advisor Yzma's evil attempts to keep him from his goal.",series,TV-G,2006–2008,27 Jan 2006,"November 12, 2019",30 min,"Animation, Short, Adventure, Comedy, Family, Fantasy",,Mark Dindal,"J.P. Manoux, Patrick Warburton, Curtis Armstrong, Eartha Kitt",English,USA,4 wins & 3 nominations.,,6.6,"3,977",,,,,,0,,,,,,,,,,,,,
212,tt0219854,The Kid,An unhappy and disliked image consultant gets a second shot at life when he is mysteriously confronted by an eight-year-old version of himself.,movie,PG,2000,07 Jul 2000,"November 12, 2019",104 min,"Comedy, Family, Fantasy",Jon Turteltaub,Audrey Wells,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin",English,USA,1 win & 3 nominations.,45.0,6.1,"39,194",65000000.0,69688384.0,69688384.0,Walt Disney,PG,1,,,,,,,,,,,,,
213,tt0103477,The Little Mermaid,The 1989 animated feature adapted by Disney for television in a prequel that leads up to the events of the movie.,series,TV-Y,1992–1994,11 Sep 1992,"November 12, 2019",25 min,"Animation, Adventure, Drama, Family, Fantasy",,Peter S. Beagle,"Jodi Benson, Samuel E. Wright, Edan Gross, Kenneth Mars",English,USA,12 nominations.,,6.8,"3,701",,,,,,0,Disney+,--,68%,https://www.rottentomatoes.com/tv/the_little_mermaid,,,,,,,0.0,0.0,0.0
214,tt0923160,Disneyland Around the Seasons,"Walt takes viewers on yet another tour of Disneyland to point out some of the newest additions to the park, including New Orleans Square, It's a Small World and Great Moments With Mr. Lincoln.",episode,,1966,,"November 12, 2019",1 h,"Action, Adventure, Biography, Drama, Family",Hamilton Luske,Larry Clemmons,"Pinto Colvig, Walt Disney, Chet Huntley, Dick Van Dyke",,,,,,,,,,,,0,,,,,,,,,,,,,
215,tt1223236,African Cats,A nature documentary centered on two cat families and how they teach their cubs the ways of the wild.,movie,G,2011,22 Apr 2011,"November 12, 2019",89 min,"Documentary, Adventure","Keith Scholey, Alastair Fothergill(co-director)","Keith Scholey (narration written by), John Truby (narration written by), Owen Newman (original story), Keith Scholey (original story)","Samuel L. Jackson, Patrick Stewart",English,USA,3 nominations.,61.0,7.6,"6,043",,,,,,0,,,,,,,,,,,,,
216,tt2458776,Bears,A documentary that follows an Alaskan bear family as its young cubs are taught life's most important lessons.,movie,G,2014,18 Apr 2014,"November 12, 2019",78 min,"Documentary, Family","Alastair Fothergill, Keith Scholey, Adam Chapman(co-director)","Alastair Fothergill, Adam Chapman, Pamela Ribon (narration consultant)",John C. Reilly,English,USA,2 nominations.,68.0,7.4,"6,262",,,,,,0,,,,,,,,,,,,,
217,tt4629266,Born in China,"Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.",movie,G,2016,21 Apr 2017,"November 12, 2019",79 min,Documentary,Chuan Lu,"David Fowler, Brian Leith, Phil Chapman, Chuan Lu","John Krasinski, Claire Keim, Xun Zhou","English, Chinese","UK, China, USA",3 nominations.,57.0,7.2,"3,316",,,,,,0,,,,,,,,,,,,,
218,tt1222815,Chimpanzee,A 3-month-old chimpanzee is separated from his troop and is then adopted by a fully-grown male.,movie,G,2012,20 Apr 2012,"November 12, 2019",78 min,"Documentary, Family","Alastair Fothergill, Mark Linfield","Alastair Fothergill (original concept), Mark Linfield (original concept), Mark Linfield, Alastair Fothergill, Don Hahn",Tim Allen,English,"Tanzania, USA",2 nominations.,57.0,7.2,"5,708",,,,,,0,,,,,,,,,,,,,
219,tt0902967,The Crimson Wing: Mystery of the Flamingos,The mysterious lives of flamingos are captured on film with a birds-eye view of the animals living in Africa.,movie,G,2008,25 Sep 2009,"November 12, 2019",78 min,Documentary,"Matthew Aeberhard, Leander Ward",Melanie Finn,"Zabou Breitman, Mariella Frostrup, Karoline Herfurth",English,"USA, UK",1 win & 1 nomination.,,7.3,"1,024",,,,,,0,,,,,,,,,,,,,
220,tt3660770,Monkey Kingdom,"A nature documentary that follows a newborn monkey and its mother as they struggle to survive within the competitive social hierarchy of the Temple Troop, a dynamic group of monkeys who ...",movie,G,2015,17 Apr 2015,"November 12, 2019",81 min,Documentary,"Mark Linfield, Alastair Fothergill(co-director)","Mark Linfield, Kate Kondell (narration consultant)",Tina Fey,English,USA,2 wins & 1 nomination.,72.0,7.3,"3,529",,,,,,0,,,,,,,,,,,,,
221,tt8080302,Penguins,"A coming-of-age story about an Adélie penguin named Steve who joins millions of fellow males in the icy Antarctic spring on a quest to build a suitable nest, find a life partner and start a family.",movie,G,2019,17 Apr 2019,"April 3, 2020",76 min,"Documentary, Family","Alastair Fothergill, Jeff Wilson",David Fowler,Ed Helms,English,USA,1 nomination.,69.0,6.9,"1,093",,,,,,0,,,,,,,,,,,,,
222,tt1222816,Disneynature: Wings of Life,A documentary that delves into the realm of flowers and their pollinators.,movie,G,2011,16 Apr 2013,"November 12, 2019",81 min,"Documentary, Family, News",Louie Schwartzberg,Louie Schwartzberg (story),Meryl Streep,English,"USA, Panama, Mexico",,,7.4,442,,,,,,0,,,,,,,,,,,,,
223,tt12100080,Diving with Dolphins,"A documentary showing the making of ""Dolphin Reef""",movie,,2020,03 Apr 2020,"April 3, 2020",79 min,Documentary,Keith Scholey,,"Celine Cousteau, Daniel Rasmussen",English,USA,,,7.4,18,,,,,,0,,,,,,,,,,,,,
224,tt1710295,Doc McStuffins,"""Doc McStuffins"" is an imaginative animated series about Doc McStuffins, a young girl who aspires to be a doctor like her mom and communicates with and heals broken toys and stuffed animals.",series,G,2012–,23 Mar 2012,"November 12, 2019",11 min,"Animation, Short, Family, Fantasy, Music, Musical",,Chris Nee,"Lara Jill Miller, Loretta Devine, Robbie Rist, Jess Harnell",English,"USA, Ireland",11 wins & 31 nominations.,,6.8,"1,734",,,,,,0,,,,,,,,,,,,,
225,tt0118998,Doctor Dolittle,A doctor discovers that he can communicate with animals.,movie,PG-13,1998,26 Jun 1998,"April 1, 2020",85 min,"Comedy, Family, Fantasy",Betty Thomas,"Hugh Lofting (stories), Nat Mauldin (screenplay), Larry Levin (screenplay)","Eddie Murphy, Ossie Davis, Oliver Platt, Peter Boyle",English,USA,4 wins & 11 nominations.,46.0,5.4,"89,150",71500000.0,144156605.0,294156605.0,20th Century Fox,PG-13,1,,,,,,,,,,,,,
226,tt0240462,Dr. Dolittle 2,Dolittle must save a forest and a bear's life.,movie,PG,2001,22 Jun 2001,"March 1, 2020",87 min,"Comedy, Family, Fantasy",Steve Carr,"Hugh Lofting (Doctor Dolittle stories), Larry Levin","Eddie Murphy, Kristen Wilson, Raven-Symoné, Kyla Pratt",English,USA,3 wins & 6 nominations.,49.0,4.7,"40,531",72000000.0,112950721.0,176101721.0,20th Century Fox,PG,1,,,,,,,,,,,,,
227,tt0423642,Dog Whisperer with Cesar Millan,Dog lover Cesar Millan has an uncanny ability to rehabilitate problem dogs of all shapes and sizes.,series,TV-G,2004–2016,,"November 12, 2019",110 min,"Family, Reality-TV",,,Cesar Millan,English,USA,Nominated for 3 Primetime Emmys. Another 2 wins & 2 nominations.,,8.0,"2,539",,,,,,0,,,,,,,,,,,,,
228,tt10981266,Dog: Impossible,Dog Behavior Specialist Matt Beisner Take on Some Very Bad Dogs.,series,,2019–,08 Sep 2019,"January 15, 2020",,Reality-TV,,,Matt Beisner,,USA,,,,,,,,,,0,,,,,,,,,,,,,
229,tt10055028,Dolphin Reef,"Echo, a young Pacific dolphin, seems far more interested in exploring his spectacular coral reef home than learning to survive in it. But lessons from his family may encourage Echo to master his vital role in the marine community.",movie,G,2020,03 Apr 2020,"April 3, 2020",77 min,"Documentary, Family",Keith Scholey,David Fowler,Natalie Portman,English,USA,,79.0,7.6,566,,,,,,0,,,,,,,,,,,,,
230,tt0045696,Don's Fountain of Youth,"The boys are more interested in their comic book than the sights on their Florida vacation. When the car breaks down next to the spring ""mistaken for the fountain of youth"", Donald decides ...",movie,APPROVED,1953,30 May 1953,"April 3, 2020",6 min,"Animation, Short, Comedy",Jack Hannah,Ralph Wright (story),Clarence Nash,English,USA,,,7.4,376,,,,,,0,,,,,,,,,,,,,
231,tt0208101,Don't Look Under the Bed,"A teen enlists the help of an imaginary friend named Larry Houdini to deal with a prank-playing bogeyman, who's framing her for his dastardly deeds.",movie,TV-PG,1999,09 Oct 1999,"November 12, 2019",100 min,"Family, Fantasy",Kenneth Johnson,Mark Edward Edens,"Erin Chambers, Ty Hodges, Robin Riker, Steve Valentine",English,USA,1 nomination.,,6.9,"2,421",,,,,,0,,,,,,,,,,,,,
232,tt0032401,Donald's Dog Laundry,"Donald Duck builds an automated dog washer while an unsuspecting Pluto naps nearby. When Donald finishes and announces his plan to use Pluto as his test subject, a battle of wills ensues, ...",movie,,1940,05 Apr 1940,"April 3, 2020",8 min,"Animation, Short, Comedy, Family",Jack King,"Carl Barks (story), Ralph Wright (story)","Lee Millar, Clarence Nash",English,USA,,,7.0,572,,,,,,0,,,,,,,,,,,,,
233,tt0030069,Donald's Golf Game,"Donald is golfing, and his nephews are along to ""help."" Between their noise and their practical jokes, Donald isn't having a lot of fun or success with his game.",movie,,1938,04 Nov 1938,"November 12, 2019",8 min,"Animation, Short, Comedy, Family, Sport",Jack King,,Clarence Nash,English,USA,,,6.8,764,,,,,,0,,,,,,,,,,,,,
234,tt0035820,Donald's Tire Trouble,After Donald drives away until blows up to tire and crash to underground.,movie,,1943,29 Jan 1943,"November 12, 2019",7 min,"Family, Comedy, Animation, Short",Dick Lundy,"Carl Barks, Harry Reeves",Clarence Nash,English,USA,,,7.0,416,,,,,,0,,,,,,,,,,,,,
235,tt0038489,Double Dribble,"It's the big college basketball game; everyone playing looks like Goofy, and he's the only fan of the visiting team P.U.",movie,,1946,20 Dec 1946,"April 3, 2020",7 min,"Animation, Short, Comedy",Jack Hannah,"Bill Berg (story), Milt Banta (story)",Pinto Colvig,English,USA,,,6.9,318,,,,,,0,,,,,,,,,,,,,
236,tt0281905,Double Teamed,Two sisters become world-famous basketball players.,movie,TV-G,2002,18 Jan 2002,"November 12, 2019",120 min,"Biography, Drama, Family, Sport",Duwayne Dunham,"Douglas Penn (story), John Wierick (story), John Wierick (teleplay)","Poppi Monroe, Annie McElwain, Teal Redmann, Nick Searcy",English,USA,,,6.1,"2,820",,,,,,0,,,,,,,,,,,,,
237,tt0187819,Doug's 1st Movie,Doug and his pal Skeeter set out to find the monster of Lucky Duck Lake.,movie,G,1999,26 Mar 1999,"November 12, 2019",77 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",Maurice Joyce,"Ken Scarborough, Joe Aaron (original characters), Jim Jinkins (creator)","Thomas McHugh, Fred Newman, Chris Phillips, Constance Shulman",English,USA,1 nomination.,,5.0,"2,868",5000000.0,19421271.0,19421271.0,Walt Disney,G,1,,,,,,,,,,,,,
238,tt3593456,"Dr. Oakley, Yukon Vet","Dr. Oakley is the only vet in her area of the Yukon. She treats domestic pets, endangered wildlife, farm animals--basically anything that walks on fours, crawls, flies. All of that- plus she's a wife and a mom of three girls.",series,,2014–,04 Apr 2014,"November 12, 2019",,Reality-TV,,,"Michelle Oakley, Zac Fine",English,USA,,,8.1,323,,,,,,0,,,,,,,,,,,,,
239,tt11151654,"Dr. T, Lone Star Vet","Dr. Lauren Thielen (Dr. T) is back home in Texas to open her very own exotic animal practice, located alongside one of the state's largest and busiest animal hospitals. With the support of ...",series,,2019–,13 Oct 2019,"January 1, 2020",,Reality-TV,,,"Chris Payne Gilbert, Lauren Thielen",English,USA,,,8.9,17,,,,,,0,,,,,,,,,,,,,
240,tt0046932,Dragon Around,"Chip and Dale think they see a dragon coming toward their tree. It's really just Donald with a power shovel, clearing the way for a freeway, but he decides to play along, fitting a welding ...",movie,,1954,16 Jul 1954,"April 3, 2020",7 min,"Family, Comedy, Animation",Jack Hannah,"Nick George (story), Roy Williams (story)","Dessie Flynn, James MacDonald, Clarence Nash",English,USA,,,7.2,345,,,,,,0,,,,,,,,,,,,,
241,tt7823038,Drain Alcatraz,,movie,,2017,19 Dec 2017,"January 1, 2020",45 min,Documentary,Wayne Abbott,Chris Blow,"Clarence Anglin, John William Anglin, Bill Baker, Patrick Barnard",English,USA,,,5.4,13,,,,,,0,,,,,,,,,,,,,
242,tt4266692,Drain the Bermuda Triangle,,movie,,2014,07 Dec 2014,"January 1, 2020",44 min,Documentary,Jobim Sampson,"Jobim Sampson, Christopher Blow","Marvin W. Barrash, Eric Berkenpas, Simon Boxall, Thomas M. Iliffe",English,USA,,,6.0,47,,,,,,0,,,,,,,,,,,,,
243,tt3738576,Drain the Great Lakes,Scientists and film makers take us to the bottom of the Great Lakes and show us what the bottoms are like and go back in history when they formed.,movie,TV-G,2011,01 Dec 2011,"January 1, 2020",47 min,Documentary,"Wayne Abbott, Crispin Sadler","Wayne Abbott, Jeremy Evans, Crispin Sadler","Russell Boulter, Steve Blasco, Tom Farnquist, Russ Green",English,"UK, Canada, USA",,,7.5,10,,,,,,0,,,,,,,,,,,,,
244,tt6141006,Drain the Ocean: WWII,"World War II left the greatest-ever number of ships and submarines hidden beneath the waves. Now, as the oceans drain, each vessel reveals its secrets through new data-based 3D ...",movie,TV-PG,2016,19 Sep 2016,"January 1, 2020",44 min,History,Mike Slee,Mike Slee,"Russell Boulter, James Delgado, Herbert Weatherwax, Scott Pawlowski",English,USA,,,7.2,49,,,,,,0,,,,,,,,,,,,,
245,tt8676618,Drain the Oceans,"By scanning the locations at the bottom of the ocean where sunken ships, treasures and even cities lie, the show tries to answer what they look like, how they got there and if they hide any secrets.",series,TV-PG,2018–,01 May 2018,"November 12, 2019",47 min,"Documentary, History, Mystery",,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, James Delgado, Eric Grove",English,"UK, Australia",1 win.,,7.6,220,,,,,,0,,,,,,,,,,,,,
246,tt7964284,Drain the Sunken Pirate City,,movie,,2017,,"January 1, 2020",47 min,,Sophie Elwin-Harris,Sophie Elwin-Harris,"Craig Sechler, Russell Boulter, Simon Brown, Peter Francis",English,UK,,,6.2,11,,,,,,0,,,,,,,,,,,,,
247,tt4743564,Drain the Titanic,Computer-generated imagery and other visualization techniques reveal how it would look if all the water was removed from RMS Titanic's final resting place.,movie,,2015,,"January 1, 2020",46 min,Documentary,Jobim Sampson,"Wayne Abbott, Chis Blow (script writer), Christopher Blow, Max Salomon (script writer), Jobim Sampson","Russell Boulter, Brad Cartner, Kenneth Vrana, James P. Delgado",English,"UK, Canada, USA",,,5.7,41,,,,,,0,,,,,,,,,,,,,
248,tt5531466,DuckTales,"The comedy-adventure series chronicles the high-flying adventures of trillionaire Scrooge McDuck, his grandnephews - Huey, Dewey, and Louie - and temperamental nephew Donald Duck, Launchpad McQuack, Mrs. Beakley, and her granddaughter Webby.",series,TV-Y,2017–,12 Aug 2017,"November 12, 2019",21 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",,"Francisco Angones, Matt Youngberg","David Tennant, Ben Schwartz, Danny Pudi, Kate Micucci",English,USA,2 wins & 12 nominations.,,8.2,"5,051",,,,,,0,Disney+,--,85%,https://www.rottentomatoes.com/tv/ducktales,4.0,"[5.0, 0.5]","['Very good season 10/10', 'I really loved this animated series. Thanks Disney for it. I really want to see the 4th season.', ""Season 3 of ducktales is an inconsistent, terribly thought out flaming pile of garbage that undermines any possible meaningful messages it could have with badly time humour, and a preference for shock value twists over any sort of good writing. There's practically no stakes or plot until half way through the season, and it struggles to balance its ridiculously large cast, and ends up ignoring its main and most important characters in favour of needles one off side characters that make no difference to the over all plot.\n\nThe third season of Ducktales is an awful conclusion to what once was a good show. If anyone knows how to give something zero stars, please let me know. Because this show does not deserve half a star"", ""Currently in the middle of the great pandemic of 2020 and this is the best new show on TV.  It's got heart, action, and is family friendly.  Definitely check it out if you haven't already.""]",,,,1.0,0.0,0.0
249,tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,"Scrooge McDuck takes Huey, Dewey, and Louie to Egypt to find a pyramid and magic lamp.",movie,G,1990,03 Aug 1990,"November 12, 2019",74 min,"Animation, Adventure, Comedy, Family, Fantasy",Bob Hathcock,Alan Burnett (animation screenplay),"Alan Young, Terence McGovern, Russi Taylor, Richard Libertini",English,"France, USA",1 nomination.,,6.9,"24,234",,,,,,0,,,,,,,,,,,,,
250,tt1537759,Dug's Special Mission,"Alpha, Beta, and Gamma try to keep Dug out of their way while they hunt for Kevin the Snipe. However, their instructions for his ""very special mission"" keep backfiring on them.",movie,TV-PG,2009,10 Nov 2009,"November 12, 2019",5 min,"Animation, Short, Comedy, Family",Ronnie Del Carmen,Ronnie Del Carmen,"Bob Peterson, Delroy Lindo, Jerome Ranft",English,USA,,,7.0,"5,161",,,,,,0,,,,,,,,,,,,,
251,tt3861390,Dumbo,"A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.",movie,PG,2019,29 Mar 2019,"November 12, 2019",112 min,"Adventure, Family, Fantasy",Tim Burton,"Ehren Kruger (screenplay by), Helen Aberson (novel), Harold Pearl (novel)","Colin Farrell, Michael Keaton, Danny DeVito, Eva Green","English, French","USA, UK, Australia, Canada",3 wins & 12 nominations.,51.0,6.3,"58,882",,,,,,0,,,,,,,,,,,,,
252,,,,,,,,"November 12, 2019",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
253,tt7008868,Earth Live,"Jane Lynch and Phil Keoghan take viewers on a journey around the world, focusing on some of the most spectacular wildlife.",movie,,2017,09 Jul 2017,"November 12, 2019",,Documentary,Glenn Weiss,"Lewis Friedman, Ann Slichter, Grant Taylor","Jane Lynch, Phil Keoghan",English,USA,,,5.6,24,,,,,,0,,,,,,,,,,,,,
254,tt1455430,Easter Island Underworld,,episode,,2009,09 Jun 2009,"November 12, 2019",120 min,Documentary,Geoffrey Luck,"Geoffrey Luck, Robert Zakin",Peter Coyote,,,,,7.4,12,,,,,,0,,,,,,,,,,,,,
255,tt0365149,Eddie's Million Dollar Cook-Off,"Eddie loves baseball. His dad's the coach, his best friends are his teammates. But will he strike out with them all if he trades his glove for an oven mitt.",movie,TV-G,2003,18 Jul 2003,"November 12, 2019",110 min,"Comedy, Family, Sport",Paul Hoen,"Jack Jason (story), Rick Bitzelberger (story), Dan Berendsen (story), Dan Berendsen (teleplay)","Taylor Ball, Orlando Brown, Reiley McClendon, Mark L. Taylor",English,USA,,,6.0,"2,304",,,,,,0,,,,,,,,,,,,,
256,tt0397313,Eight Below,Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.,movie,PG,2006,17 Feb 2006,"November 12, 2019",120 min,"Adventure, Drama, Family",Frank Marshall,"David DiGilio (screenplay), Toshirô Ishidô (film Nankyoku Monogatari), Koreyoshi Kurahara (film Nankyoku Monogatari), Tatsuo Nogami (film Nankyoku Monogatari), Susumu Saji (film Nankyoku Monogatari)","Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson",English,USA,2 wins & 2 nominations.,64.0,7.3,"58,850",40000000.0,81612565.0,120455994.0,Walt Disney,PG,1,,,,,,,,,,,,,
257,tt4549142,Elena of Avalor,"Princess Elena has saved her magical kingdom, Avalor, from an evil sorceress and must learn to rule as its crown princess. Elena's adventures will lead her to understand that her new role requires thoughtfulness, resilience and compassion.",series,TV-Y,2016–,22 Jul 2016,"November 12, 2019",24 min,"Animation, Action, Adventure, Family, Fantasy, Musical",,Craig Gerber,"Aimee Carrero, Jillian Rose Reed, Joseph Haro, Jorge Diaz",English,USA,Nominated for 1 Primetime Emmy. Another 7 wins & 17 nominations.,,6.4,998,,,,,,0,,,,,,,,,,,,,
258,,,,,,,,"November 12, 2019",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
259,tt12036052,Elephant,Documentary follows an African elephant named Shani and her son Joao as their heard make an epic journey across the Kalashnikov Desert.,movie,,2020,03 Apr 2020,"April 3, 2020",,"Documentary, Adventure, Biography, Family","Mark Linfield, Vanessa Berlowitz(co-director)",,Meghan Markle,English,,,63.0,4.7,61,3000000.0,1266955.0,10051516.0,Fine Line,R,1,,,,,,,,,,,,,
260,tt0027569,Elmer Elephant,"The other children at a birthday party mock Elmer Elephant for his big nose, but it proves useful when he needs to save the birthday girl from a fire in her tree house.",movie,Approved,1936,28 Mar 1936,"April 3, 2020",9 min,"Family, Animation, Short, Comedy",Wilfred Jackson,,"Pinto Colvig, Bernice Hansen, Clarence Nash",English,USA,,,7.0,991,,,,,,0,,,,,,,,,,,,,
261,tt0058056,Emil and the Detectives,Emil goes to Berlin to see his grandmother with a large amount of money and is offered sweets by a strange man that make him sleep. He wakes up at his stop with no money. It is up to him and a group of children to save the day.,movie,PG,1964,18 Dec 1964,"November 12, 2019",99 min,"Comedy, Family, Drama, Crime",Peter Tewksbury,"AJ Carothers, Erich Kästner (novel)","Walter Slezak, Bryan Russell, Roger Mobley, Heinz Schubert",English,USA,,,6.2,390,,,,,,0,,,,,,,,,,,,,
262,tt0416716,Empire of Dreams: The Story of the 'Star Wars' Trilogy,"An in-depth making of documentary about the original Star Wars trilogy, covering the productions of the three films and their impact on popular culture.",movie,,2004,20 Sep 2004,"November 12, 2019",151 min,"Documentary, History, Sci-Fi","Edith Becker, Kevin Burns",Ed Singer,"Robert Clotworthy, Walter Cronkite, George Lucas, Steven Spielberg",English,USA,Nominated for 1 Primetime Emmy. Another 1 win.,,8.3,"3,772",,,,,,0,,,,,,,,,,,,,
263,tt7759016,Encore!,"Executive producer Kristen Bell, who also appears, reunites the cast of a high school musical and asks them to perform it again years later. Each former student reprises their role from ...",series,TV-PG,2019–,12 Nov 2019,"November 12, 2019",,"Musical, Reality-TV",,,"Kristen Bell, Matt Fowler, Adam Wachter",English,USA,,,7.2,235,,,,,,0,,,,,,,,,,,,,
264,tt0072951,Escape to Witch Mountain,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,movie,G,1975,21 Mar 1975,"November 12, 2019",97 min,"Adventure, Family, Fantasy, Mystery, Sci-Fi",John Hough,"Robert Malcolm Young (screenplay by), Alexander Key (based on the book by)","Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards",English,USA,,60.0,6.4,"8,810",,,,,,0,,,,,,,,,,,,,
265,tt0206511,Even Stevens,"The misadventures of the Stevens family of five in Sacramento, California.",series,TV-G,2000–2003,17 Jun 2000,"November 12, 2019",30 min,"Comedy, Family",,Matt Dearborn,"Shia LaBeouf, Christy Carlson Romano, Nick Spano, Tom Virtue",English,USA,6 wins & 20 nominations.,,7.6,"13,163",,,,,,0,,,,,,,,,,,,,
266,tt10719984,Expedition Amelia,Deep-sea explorer Dr. Robert Ballard attempts to solve the mystery of Amelia Earhart's disappearance in an effort to end speculation about what actually happened to her.,movie,,2019,20 Oct 2019,"December 1, 2019",,,,Chad Cohen,"Robert Ballard, Fredrik T. Hiebert",,USA,,,6.9,10,,,,,,0,,,,,,,,,,,,,
267,tt6279452,Expedition Mars,"Expedition Mars brings to life one of the greatest sagas of the Space Age, the epic adventures of Spirit and Opportunity, the rovers that saved NASA's Mars program after a string of failures in the 1990's.",movie,,2016,16 Nov 2016,"November 12, 2019",88 min,Documentary,,,"John Callas, Jake Matijevic, Steve Squyres",English,USA,,,8.1,18,,,,,,0,,,,,,,,,,,,,
268,tt6974848,Disney's Fairy Tale Weddings,"Viewers get a behind-the-scenes look at the magical weddings and one-of-a-kind engagements that take place at Disney Destinations around the globe, including Walt Disney World, Disneyland, ...",series,,2017–,11 Dec 2017,"November 12, 2019",63 min,Reality-TV,,"Jenny Daly, Simon Lythgoe, Ann Lewis Roberts","Stephen Boss, Allison Holker",English,USA,1 win.,,7.2,47,,,,,,0,,,,,,,,,,,,,
