,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,profit,log_profit,log_production_budget,same_period_indicator,same_period_profit,same_period_rating,same_period_budget,same_period_movie_id,high_rating_dummy
49,35142,tt9853012,tvEpisode,A Star is Born,A Star is Born,0,2019,\N,\N,Comedy,a star is born,2018-10-05,A Star is Born,36000000.0,126181246.0,200881246.0,Warner Bros.,R,Drama,1,7.2,40.0,164881246.0,19.59897027967526,17.39902952419816,1,20.07284302456595,6.6,18.420680753952364,tt1270797,1
50,4974,tt0763831,movie,A Thousand Words,A Thousand Words,0,2012,\N,91,"Comedy,Drama,Fantasy",a thousand words,2012-03-09,A Thousand Words,40000000.0,18450127.0,20790486.0,Paramount Pictures,PG-13,Comedy,1,5.8,44220.0,-19209514.0,18.762783435485215,17.504390037078213,1,18.978069831772988,5.2,14.508658238524095,tt1767382,0
51,17182,tt2098891,tvEpisode,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,0,2011,\N,\N,Adventure,a very harold  kumar d christmas,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000.0,35061031.0,36265745.0,Warner Bros.,R,Comedy,1,,,16265745.0,18.987503334673253,16.811242881518265,1,19.06478785683529,5.933333333333334,17.384193766659184,"tt1616195,tt1535612,tt0471042",0
52,2236,tt0365907,movie,A Walk Among the Tombstones,A Walk Among the Tombstones,0,2014,\N,114,"Action,Crime,Drama",a walk among the tombstones,2014-09-19,A Walk Among the Tombstones,28000000.0,26017685.0,62108587.0,Universal,R,Action,1,6.5,125882.0,34108587.0,19.083928292394862,17.147715103853763,1,18.88351932166322,5.3,14.91412317996566,tt3099498,0
53,1622,tt0281358,movie,A Walk to Remember,A Walk to Remember,0,2002,\N,101,"Drama,Romance",a walk to remember,2002-01-25,A Walk to Remember,11000000.0,41227069.0,46060915.0,Warner Bros.,PG,Drama,1,7.3,218418.0,35060915.0,19.088822457488096,16.21340592167173,1,18.942032098192257,7.3999999999999995,16.715348871256563,"tt0240468,tt0017136,tt0245844",1
54,14142,tt1620680,movie,A Wrinkle in Time,A Wrinkle in Time,0,2018,\N,109,"Adventure,Drama,Family",a wrinkle in time,2018-03-09,A Wrinkle in Time,103000000.0,100478608.0,133401882.0,Walt Disney,PG,Adventure,1,4.3,47134.0,30401882.0,19.06464756997852,18.450239555902648,0,0.0,0.0,0.0,,0
55,17170,tt2097333,movie,A.C.O.R.N.S.: Operation Crackdown,Get Squirrely,0,2015,\N,83,"Animation,Comedy,Family",acorns operation crackdown,2016-11-01,A.C.O.R.N.S.: Operation Crackdown,8500000.0,0.0,1353287.0,Viva Entertainment,PG,Adventure,1,3.6,441.0,-7146713.0,18.84498911735533,15.955576839107596,1,19.61898217470157,7.25,17.77060140617046,"tt1211837,tt2119532,tt4669986,tt1679335",0
56,3067,tt0466856,movie,ATL,ATL,0,2006,\N,105,"Comedy,Crime,Drama",atl,2006-03-31,ATL,17000000.0,21170563.0,21170563.0,Warner Bros.,PG-13,Comedy,1,6.1,12068.0,4170563.0,18.916416469728038,16.648723960844016,1,19.402720755180617,6.833333333333333,15.896697965130548,"tt0393109,tt0438097,tt0439815",0
57,1470,tt0257360,movie,About Schmidt,About Schmidt,0,2002,\N,125,Drama,about schmidt,2002-12-13,About Schmidt,30000000.0,65005217.0,107054484.0,New Line,R,Drama,1,7.2,131982.0,77054484.0,19.28380056719248,17.21670797295976,1,19.01551521707497,6.15,17.360549009185654,"tt0303933,tt0253754",1
58,14072,tt1611224,movie,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,0,2012,\N,105,"Action,Fantasy,Horror",abraham lincoln vampire hunter,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,20th Century Fox,R,Horror,1,5.9,160211.0,69989730.0,19.25354521806464,18.02763817065757,1,19.016574088531517,7.2,14.403297778421793,tt2125435,0
